0x000003F7,amr
0x29FE798D,You no longer have access to the Nerve Center as you became a Prospect.
0x2A00528A,Bodyguard <C>~a~</C> has launched a Job without you. They have been let go.
0x2A025DB9,Invite to Office Garage has been sent to ~a~.
0x2A028DC3,Warning: this aircraft has been marked by law enforcement. Self-destruct protocol has been initiated. Please exit the vehicle  and have a nice day.
0x2A03B8DC,Classic  Conservative with a capital C casual wear from Peckerwood.
0x2A0487E4,The Bat
0x2A061DEC,MONEY MADE
0x2A080693,Failed to download a policy file.
0x2A0BE833,Sort by Price
0x2A0CADEA,Black Jag Mod Helmet
0x2A0D0079,~a~ is unavailable while active in VIP Work.
0x2A0FA76F,You have already been voted out of this game session.
0x2A0FBD2A,Motorcycles
0x2A11404B,Edit Marker
0x2A13D29A,Black
0x2A14251B,Why would you want to deny your friends and family success and happiness?When you have all of life figured out  it's your duty to share with others.
0x2A157871,Fame!
0x2A178469,Aggressive
0x2A18A143,Declasse Future Shock Impaler Livery set
0x2A199171,Cheater classification release date ~1~/~1~/~1~.
0x2A1DB925,the ~HUD_COLOUR_RED~X80 Proto~s~
0x2A1F9C00,Bounce FM T-Shirt
0x2A2160EC,There are Garages around the city you can use to store vehicles.
0x2A221E1F,Access this workbench to upgrade your delivery vehicles to ensure your Special Cargo makes it to the buyer in one piece. If a delivery vehicle is destroyed during a sale the amount of stock it is holding will be lost.
0x2A22427D,Complete 25 Casino Work missions for Agatha and earn $50 000.
0x2A232576,MISSION
0x2A2367E3,~a~~s~ delivered
0x2A24B1C3,Select the WWFM playlist.
0x2A2B7AAD,You tied with <C>~a~</C> ~s~to win Caged In
0x2A2DEA16,Buckingham Tee
0x2A3002A4,Whiz in a tiz: shares still unsteady.
0x2A31A06F,Access the touchscreen terminal ~BLIP_LAPTOP~ to view and launch available Mobile Operations for Agent 14.
0x2A31AAFB,Quick. Quick  you need to get to the warehouse. The same cops we've been paying off are about to try and steal all your product. You need to stop them now!
0x2A33E225,Work Boots
0x2A3F00E6,Teal Boat Shoes
0x2A4070A4,This seat is currently in use.
0x2A411DFB,Race to the ~y~police station.
0x2A414C17,Happy holidays from Rockstar  have these gifts on us:~n~1 x Heinous Krampus Mask~n~One Free Purchase of the Albany Hermes~n~1 x Shot on the Orbital Cannon~n~Carbine + 200 x rounds~n~Marksman Rifle + 200 x rounds~n~Basic Knuckle Dusters~n~Firework Launcher + 10 x Firework rockets~n~25 x Sticky Bombs~n~25 x Grenades~n~5 x Proximity Mines~n~5 x Molotovs~n~Full Snacks
0x2A429548,The high roller has offered a tip for their safe arrival. Drive carefully and avoid damaging the vehicle to receive the maximum tip.
0x2A42CC30,Cluckin' Bell chicken cruelty video brings stocks down.
0x2A444976,~s~The Mugger sent by ~a~~s~ to steal from you has been killed.
0x2A46EBD8,@wesleyontoast Just watched my wedding video. Never realized I touch myself so much. Kinda weird. Why has nobody pointed this out to me?
0x2A4755ED,You can't access this Office whilst wearing the Ballistic Equipment.
0x2A478357,Stripe Sequin
0x2A48089F,~s~Press ~INPUT_CONTEXT~ to enter. ~n~Press ~INPUT_FRONTEND_LEFT~ to go on call.
0x2A49C1E7,Enter a ~a~.
0x2A4C0068,~1~ of ~1~ weapons delivered
0x2A4DEDC9,Capitalized massively off her death in the press... and played her in the 1984 porno version of the murder  'Lay Enormous Johnson'.
0x2A4E6EF9,High Roller
0x2A4F39EF,Enter your Challenge name (MAX 30 characters):
0x2A4F9FDD,Ortega
0x2A4FC74B,Sculpture by Magda Spiros
0x2A50FA1F,Member Challenges Completed
0x2A5193D8,Match three symbols or one to two Microphones on the payline to receive the corresponding prize. An additional prize can be earned from a spin of the bonus wheel after matching 3 Microphones.
0x2A53666F,Green Sports Shoes
0x2A54120E,Press ~INPUT_SCRIPT_RUP~ to get out of bed.~n~
0x2A56D5E9,Your ~a~ will be available from the Vehicle section of the Interaction Menu shortly.
0x2A58EF37,Nigel and Mrs. Thornhill
0x2A59BD04,Gray Racing Suit
0x2A59BF67,VOM a time bomb: shares plummet.
0x2A5B8FF4,An online credit transaction was recently processed for your account. ~nrt~~n~The transaction was received from bank SmanCorp. Follow the link to view the statement. ~nrt~ ~b~<u>www.thebankofliberty.com</u>~s~
0x2A5C631C,Police break up a fight of drunk and angry police at a PBA barbecue.
0x2A5C7414,You destroyed a Special Cargo shipment.
0x2A5E6225,Peach
0x2A5E64CA,Purple Skinny Tie
0x2A5F8D38,Additional Meme Text
0x2A622754,Solomun was not transported to the Nightclub
0x2A623F67,You need $1 in cash to use the jukebox.
0x2A62D7CE,Do you have red hair?
0x2A631E89,You eliminated a Moving Target
0x2A64F026,Enter the Motel room and take out the Duggan security guard ~HUD_COLOUR_RED~~BLIP_TEMP_4~~s~ in order to recover his vault key card.
0x2A67E5D6,Dialogue
0x2A6EB3BF,White Paisley Bandana
0x2A6EE731,Go to the ~HUD_COLOUR_YELLOW~area~s~.
0x2A703574,Stretch
0x2A70AD11,Set Waypoint
0x2A73F9D6,Carbine Rifle - Flashlight
0x2A7701CB,247 Cap
0x2A78622E,F.A.Q.
0x2A789F20,Dust Devils Hockey
0x2A78BA8A,Blockbuster!
0x2A7E0BEB,Are you sure you'd like to start a club management mission?
0x2A7E9EE1,<C>~a~</C>~s~ dropped a Weapon Shipment.
0x2A7FA4DE,HUNT THE BEAST
0x2A7FC2A4,You can't start an Available Job when in your Garage.
0x2A7FE676,None
0x2A807BE7,La Fuente Blanca
0x2A819A96,the ~HUD_COLOUR_BLUE~Osiris~s~
0x2A81BA7E,Downloading
0x2A824455,Complete the Mole Hunt Mobile Operation mission as a VIP  CEO or MC President to unlock the Trade Price for this vehicle.
0x2A82FB17,Are you sure you'd like to trade in ~1~ Chips for $~1~?
0x2A86AFCD,Hide Stats
0x2A87BCEA,Accept the latest ~HUD_COLOUR_SOCIAL_CLUB~Social Club~s~ Online Policies to save your Snapmatic photos to the Gallery. Press ~INPUT_FRONTEND_ACCEPT~ to sign into ~HUD_COLOUR_SOCIAL_CLUB~Social Club~s~.
0x2A899BBC,Chrome Skidplate & Bullbars
0x2A89DDD6,APPAREL
0x2A8B7F4C,Aqua Plaid Golf Pants
0x2A8C0D28,An American muscle car in a class by itself. Roll down the windows and scream in testosterone-filled rage as you gun the engine while stuck in traffic. DNA wipes easily off the leather seats.
0x2A8CF0E4,Alligator Shoes
0x2A8F3ABB,VIP WORK OVER
0x2A9098A2,@CrevisOutdoorApparel High-performance mountain gear worn by inner city drug dealers. You make the rules.
0x2A925D04,TOPS
0x2A937E4C,Driftmeister
0x2A94DEDC,the ~HUD_COLOUR_BLUE~Reaper~s~
0x2A9535BC,Cherry Beret
0x2A9757E4,Participate in One on One Deathmatch.
0x2A97A9F7,Rockstar Verified Missions
0x2A993DB5,Like any other phase of the property market  Armageddon is really all about location. On the one hand you want the perfect seclusion of the desert. On the other hand  you want to be able to stagger to a 24/7 without dragging your knuckles through too much fallout. Well  look no further: on both counts  this lovely prospect in Blaine County is all set for the mushroom cloud.
0x2A999DCD,You have unlocked a modification through Research. Access the laptop in your Bunker ~BLIP_PROPERTY_BUNKER~ to view unlocked modifications and where to purchase them.
0x2A9A7176,Prescription Only  Fuchsia
0x2A9BB521,Navy Revolver Challenge complete. An exclusive weapon will be discoverable in Red Dead Online. Your Maze Bank account has been credited with $~1~.
0x2A9D0F45,Omega T-Shirt
0x2A9EA166,Landing Pad Target 3pt (B)
0x2A9F0119,Slate Sweatpants
0x2A9F358E,Recover the vinyl ~HUD_COLOUR_GREEN~~BLIP_OBJECTIVE~~s~ from the party on the yacht.
0x2AA0B8A3,~a~ ~s~ failed to deliver the Rhino
0x2AA27F2F,Access the Disruption Logistics site on the laptop ~BLIP_LAPTOP~ to get the Gunrunning business up and running. From here you will be able to locate the supplies and equipment needed to begin manufacturing weapons. Select the Set Up option to get started.
0x2AA3194B,@TheCraze If Dinosaurs are extinct  then why is the squatasaurus hitting the gym today? #thecraze
0x2AA58795,Find a random Job and get straight into the action.
0x2AA97C11,Black Casual Jeans
0x2AAB55F7,Use the photograph in this email to identify the location of the treasure. ~nrt~ <img src='img://NHP_PHOTO_1/NHP_PHOTO_1' vspace='0' width='320' height='200'/> ~nrt~
0x2AABCC74,Haze Sequin
0x2AACA482,~s~Take the Armored Truck back to your safehouse ~y~garage.
0x2AAE5FC7,~INPUT_FRONTEND_SELECT~
0x2AAE78C0,Beat the target score of ~1~ to pass the SMG Challenge.
0x2AAE8D68,Charcoal Toggle Ski
0x2AAE9735,@catherinejuju39 Im against the death penalty except for poaching. poachers should be killed in the werst way imaginable.
0x2AB09FB5,Navy Tux
0x2AB0D610,Bravado Sasquatch Heavy Armored Hood
0x2AB39391,(Playlist Job ~1~ of ~1~)~n~~a~
0x2AB79202,~a~ ~s~have started Hostile Takeover. Destroy the Rhino ~HUD_COLOUR_RED~~BLIP_TANK~ ~s~to earn cash and RP.
0x2AB89087,There wasn't enough in your account to pay a lawyer. You're lucky I'm a resourceful woman! THANKS FOR NOTHING!
0x2AB93D39,Benson
0x2AB9A661,The Terrorbyte needs to be returned to your Warehouse first.
0x2ABB43A8,Garage: 4531 Dry Dock St
0x2ABE3E64,Hot Property Briefcase
0x2ABF8BFB,Sleeping Quarters
0x2ABFB111,DUE DILIGENCE
0x2ABFDFA8,Currently has no Wanted Level.~n~Give this player a Wanted Level of ~1~?~n~Cost: $~1~
0x2AC20609,None
0x2AC287BF,~a~ ~s~have started Transporter. Destroy the vehicle on the back of the Wastelander ~a~~s~ to earn cash and RP.
0x2AC287EC,thief
0x2AC29E83,Small Houseplant
0x2AC2A3CA,There was an error launching this Job. Please try again.
0x2AC70B52,Get moving. Your creeping about isn't going to go undetected for long.
0x2AC70CBF,Collect the ~HUD_COLOUR_BLUE~Vehicles.
0x2AC90219,KILL LIST START
0x2AC9AF90,A Business Battle has started. Eliminate the enemies at ~a~ ~HUD_COLOUR_YELLOW~~BLIP_BAT_CARGO~~s~ and steal the target vehicle. Deliver it to the Nightclub to earn Goods  cash and RP.
0x2ACAEA49,Sandy Shores
0x2ACC1C3B,DRONE PARTS
0x2ACC301C,CHAR_PROPERTY_BAR_TEQUILALA
0x2ACC8529,Missions passed
0x2ACEACE0,LESSON
0x2ACEB951,Grey Team
0x2AD2F95B,INSIDE TRACK:~n~Your horse placed first!~n~You win ~1~ Chips.
0x2AD41D3D,De-Chromed Front Bumper
0x2AD4B7DB,Italy
0x2AD5712A,Firing Orbital Cannon in 3...
0x2AD5A3DC,Lock Weapons
0x2AD6759A,Objective
0x2AD74A72,All competitors have quit the race. Cash rewards are cancelled. You will still receive RP. Your $~1~ entry fee will be refunded when you finish the race
0x2AD8158E,Stores
0x2AD8DA2C,You are the co-pilot of a helicopter. Press ~INPUT_CONTEXT~ to use the mounted surveillance camera.
0x2ADAF6D5,Prospect
0x2ADB38C5,Inviting
0x2ADB98DD,You have been frozen by team ~a~
0x2ADBCB3B,Hold ~INPUT_VEH_RADIO_WHEEL~ to bring up the radio wheel.~n~Then use ~INPUTGROUP_WHEEL~ to pick a station.~n~
0x2ADCAFA2,Geometric Black Cat
0x2ADCF5AC,You cannot set the style of this hood.
0x2ADD5C59,~a~ ~a~  ~a~  ~a~.
0x2ADE37F6,SUV Wheels Set
0x2ADF59BB,Rival CEO and VIP Kills
0x2AE00FA2,Agent 14 will reveal the location of the Supplies after all rival operatives  vehicles and supply crates have been destroyed.
0x2AE0DB42,Firefighter outfits
0x2AE6225B,~s~To accept towing jobs press ~INPUT_VEH_HORN~~s~
0x2AE798BF,@mandybrocoli You hear about that shootout at the coroners in South LS? Apparently IAA was involved. What's your call - terrorists or zombies?
0x2AE93AE1,8
0x2AEA8803,Target Helicopter
0x2AF10728,Compete to steal and deliver the most high-end vehicles within the time limit.
0x2AF11887,You have been reported for bad behavior too often  you have been muted to other players. Improve your behavior and this ban will be lifted.
0x2AF1582A,Del Perro
0x2AF4CF86,Millenials ~1~
0x2AF5B662,Worldwide FM Stocks down as America favor yacht rock.
0x2AF6726E,You are now visible to all players  return to the hideout area immediately to return to hiding. Failure to do so will result in a loss.
0x2AFA318C,Black
0x2AFD9799,You collected an Air-Freight Shipment.
0x2AFDB910,Something Sensible
0x2AFDBA9E,IMAGE ATTACHMENT ~nrt~ <img src='img://heist3_cashier3/heist3_cashier3' vspace='0' width='256' height='352'/> ~nrt~
0x2AFE8BD3,Don't expect that to be a popular funeral. And hey there's only one reprobate left to hunt down. I'll send you their details soon.
0x2AFEAE0F,Gray Hooded Ski
0x2AFF3F45,$500
0x2B026636,Hawaiian Snow Charcoal Shades
0x2B0687B2,Gather equipment for a heist by completing setup missions. Once all equipment has been obtained the main heist will unlock.
0x2B06A812,~a~ (Scrapped)
0x2B076E41,Turns out ULSA leave their security feed on an unsecured connection. Pretty useful - here's an image of your target. ~nrt~ <img src='img://VC_TC_UNIVERCCTV/VC_TC_UNIVERCCTV_5' vspace='0' width='252' height='150'/> ~nrt~
0x2B07AA69,Happy holidays from Rockstar  have these gifts on us:~n~1 x ~a~~n~1 x Firework Launcher~n~10 x Fireworks~n~1 x Fake Vapid T-Shirt
0x2B094D02,The Annis Hellion is now available on southernsanandreassuperautos.com.
0x2B09C2A3,You already own a Nightclub  purchasing this one will trade in your old one.
0x2B0FBB3E,Drive By Challenge
0x2B11B47F,Marlowe Vineyard Garage
0x2B126F64,Marble Mademoiselles
0x2B1565FC,Content content content lorem ipsum dolor sit amet
0x2B16A18E,You need to purchase this Special Vehicle from the Warstock Cache & Carry website.
0x2B171560,Go to the lowest garage level of your Nightclub ~BLIP_BAT_CLUB_PROPERTY~ to modify your Terrorbyte. You can also request it nearby via the Services section of the Interaction Menu.
0x2B17596B,Green Mummy
0x2B191EC2,~HUD_COLOUR_WHITE~Last to complete the checkpoint will ~HUD_COLOUR_RED~explode!
0x2B197C7F,Remove your mask once out of danger to appear less suspicious.
0x2B19AE08,Hawaiian Snow Walnut
0x2B1A3359,Fake Didier Sachs T-Shirt
0x2B1B6EBB,2 new items
0x2B1C9F1F,The getaway vehicle cannot be placed while on a taxi job.
0x2B1CCFA9,Take The Black Madonna to ~HUD_COLOUR_YELLOW~~a~.~s~
0x2B1D372D,~a~ ~s~has joined your MC
0x2B1EA2B4,This is the Resupply page. If you run out of supplies  manufacturing and research will cease. Supplies can be stolen from various sources or you can pay to have them delivered directly to the Bunker. The cost will depend on the supplies remaining.
0x2B1EEB22,Press ~INPUT_VEH_HORN~ to use the rocket burst when the power bar is full.
0x2B201AE8,BEST TIME
0x2B20CFCD,Happy holidays from Rockstar  have these gifts on us:~n~1 x ~a~~n~1 x Firework Launcher~n~10 x Fireworks~n~1 x Base5 Top
0x2B2168B4,~BLIP_INFO_ICON~ Isn't it time you dressed to impress? Check out the latest fashion styles at Ponsonbys  Suburban or Binco.
0x2B243E61,Not enough players available in the session
0x2B28A6D8,Your Methamphetamine Lab is no longer producing Meth. The technician assigned to accrue Meth is no longer assigned. Check the warehouse management page to reassign him.
0x2B2A8695,RICKIE LUKENS
0x2B2B0964,NOTEXTNOTEXTNOTEXT
0x2B2C1F13,Valkyrie
0x2B2D82EE,Play
0x2B2E860D,AMPHIBIOUS ASSAULT
0x2B312F81,Target
0x2B31DC00,Firefighter Gear
0x2B343296,~1~-~1~
0x2B376699,~n~Declasse Tornado~nrt~~n~<img src='img://Epsilon_Cars/Eps3Tornado2' vspace='0' height='128' width='244'/>~nrt~
0x2B37B954,Finale Intro Cutscene
0x2B38FC9E,ENTER IN SCTV MODE
0x2B3B1E39,You won a Trophy for playing 'Nazar Speaks'.
0x2B40C985,NOOSE outfits collected.
0x2B42E8E4,~BLIP_INFO_ICON~ If you are asked to visit a contact at their place  don't miss out! Visiting them will open up new Jobs or Activities. They won't leave you alone until you meet them!
0x2B43A722,You are temporarily unable to accrue Cargo. The technician assigned to accrue Cargo is no longer assigned. Check the warehouse management page to reassign him.
0x2B4584DB,Use ~INPUT_CELLPHONE_EXTRA_OPTION~ to send the photograph to Ms. Baker.
0x2B475F49,Long Hair Black
0x2B479425,Staff
0x2B47E185,Destroy the nearby crate to gain access to Sticky Bombs. Use them to help eliminate the rival operation.
0x2B494A85,You do not have enough Chips to place the Ante and Play Bet.~n~You can still bet on Pair Plus.
0x2B4978B4,On
0x2B4978FA,Vehicle Cargo Delivered
0x2B4B17C8,the ~HUD_COLOUR_RED~Massacro~s~
0x2B4CE8FD,We have the full cooperation of the observatory's in-house security. Here's some cam footage. ~nrt~ <img src='img://VC_TC_OBSERVCCTV_0/VC_TC_OBSERVCCTV_0' vspace='0' width='252' height='150'/> ~nrt~
0x2B4DC3D6,You just stole my car while I was driving it
0x2B4DC798,The Playlists you have created are loading.
0x2B4DD5D6,Game data is corrupt or missing. Please insert disc 1 to re-install affected files.
0x2B4EEB69,Shorter Cut Light Brown
0x2B501A42,Suburban Black Shades
0x2B504989,Search the ~HUD_COLOUR_YELLOW~area~s~ for the security guard.
